group Movement-of-Society-for-Peace
Hamas_g-1907d2015-11-10.txt 1.0
Hamas_g-338d28-9-2004.txt 1.0
Hamas_g-1068d18-01-2009.txt 1.0
Hamas_g-775d2008-06-12.txt 0.75
Hamas_g-1542d2002-04-13.txt 1.0
Hamas_g-1080d2009-06-04.txt 1.0
Hamas_g-373d2005-06-13.txt 1.0
Hamas_g-215d10-9-2003.txt 1.0
Hamas_g-1220d2007-05-17.txt 1.0
Hamas_g-830d2006-10-14.txt 1.0
Hamas_g-1951d2016-06-14.txt 1.0
Hamas_g-1470d2014-03-08.txt 0.605013
Hamas_g-22d2000-12-13.txt 1.0
Hamas_g-785d23-6-2008.txt 1.0
Hamas_g-257d2004-03-07.txt 1.0
Hamas_g-632d2008-01-15.txt 1.0
Hamas_g-2249d2014-07-25.txt 1.0
Hamas_g-1351d2011-07-21.txt 1.0
Hamas_g-2275d2014-07-19.txt 1.0
Hamas_g-377d24-1-2002.txt 1.0
Hamas_g-1318d2010-11-16.txt 1.0
Hamas_g-698d2008-03-01.txt 1.0
Hamas_g-1751d14-6-2009.txt 1.0
Hamas_g-1527d2002-04-05.txt 1.0
Hamas_g-927d18-01-2009.txt 0.9
Hamas_g-1447d21-11-2012.txt 0.842105
Hamas_g-32d2001-10-02.txt 1.0
Hamas_g-1830d2014-07-17.txt 1.0
Hamas_g-666d12-06-2007.txt 0.875017
Hamas_g-1831d2014-11-09.txt 1.0
Hamas_g-344d2005-12-26.txt 1.0
Hamas_g-1249d2008-01-01.txt 1.0
Hamas_g-467d31-6-2003.txt 1.0
Hamas_g-207d28-8-2003.txt 1.0
Hamas_g-490d2006-08-27.txt 1.0
Hamas_g-1553d2002-03-29.txt 1.0
Hamas_g-1609d2004-10-18.txt 0.87925
Hamas_g-1076d18-01-2009.txt 1.0
Hamas_g-1408d21-11-2012.txt 1.0
Hamas_g-1713d2-8-2008.txt 1.0
Hamas_g-1044d18-01-2009.txt 0.875
Hamas_g-300d21-9-2004.txt 1.0
Hamas_g-1642d2006-05-24.txt 1.0
Hamas_g-928d18-01-2009.txt 0.692788
Hamas_g-1650d2000-12-14.txt 1.0
Hamas_g-895d18-01-2009.txt 0.788631
Hamas_g-609d2008-04-11.txt 1.0
Hamas_g-1267d18-01-2009.txt 1.0
Hamas_g-2314d18-01-2009.txt 1.0
Hamas_g-805d24-7-2008.txt 1.0
Hamas_g-187d13-6-2003.txt 0.910067
Hamas_g-1015d18-01-2009.txt 0.857143
Hamas_g-2080d2010-12-27.txt 0.86939
Hamas_g-1577d25-7-1983.txt 1.0
Hamas_g-1206d18-01-2009.txt 1.0
Hamas_g-1339d2011-04-08.txt 1.0
Hamas_g-877d2006-11-12.txt 0.888889
Hamas_g-346d2005-12-27.txt 0.857143
Hamas_g-890d2008-12-24.txt 0.837113
Hamas_g-1465d2013-11-15.txt 1.0
Hamas_g-1616d17-12-2004.txt 1.0
Hamas_g-975d18-01-2009.txt 1.0
Hamas_g-691d9-9-1987.txt 1.0
Hamas_g-1511d2001-12-12.txt 1.0
Hamas_g-596d2006-11-01.txt 1.0
Hamas_g-653d2007-12-01.txt 1.0
Hamas_g-1680d2008-03-01.txt 1.0
Hamas_g-468d2006-07-08.txt 0.888889
Hamas_g-2224d2014-07-17.txt 1.0
Hamas_g-2216d1995-06-14.txt 0.984531
Hamas_g-1378d2012-06-05.txt 1.0
Hamas_g-2245d2014-07-27.txt 1.0
Hamas_g-756d14-6-2007.txt 1.0
Hamas_g-137d2002-12-23.txt 1.0
Hamas_g-2186d2014-07-27.txt 1.0
Hamas_g-595d11-6-1983.txt 1.0
Hamas_g-49d2001-11-01.txt 1.0
Hamas_g-370d2005-07-15.txt 1.0
Hamas_g-2317d2014-08-20.txt 1.0
Hamas_g-1874d2003-02-20.txt 1.0
Hamas_g-811d2008-01-24.txt 1.0
Hamas_g-1458d2013-09-05.txt 1.0
Hamas_g-1096d18-01-2009.txt 1.0
Hamas_g-262d2004-05-11.txt 1.0
Hamas_g-1682d18-01-2009.txt 1.0
Hamas_g-1991d2014-07-19.txt 1.0
Hamas_g-1388d2012-09-26.txt 0.647316
Hamas_g-1585d2004-03-21.txt 0.999977
Hamas_g-1172d2007-02-03.txt 0.576264
Hamas_g-147d19-2-2003.txt 1.0
Hamas_g-302d2004-10-02.txt 1.0
Hamas_g-894d18-01-2009.txt 1.0
Hamas_g-1838d2014-07-10.txt 1.0
Hamas_g-152d16-2-2003.txt 1.0
Hamas_g-1781d1994-10-14.txt 1.0
Hamas_g-424d2006-07-06.txt 1.0
Hamas_g-1254d14-3-2004.txt 1.0
Hamas_g-476d2003-08-24.txt 0.909091
Hamas_g-1105d18-01-2009.txt 1.0
Hamas_g-426d19-7-2006.txt 1.0
Hamas_g-1498d1993-05-29.txt 0.734417
Hamas_g-188d11-6-2003.txt 1.0
Hamas_g-1389d2012-09-26.txt 0.833333
Hamas_g-2084d2009-01-13.txt 1.0
Hamas_g-554d2006-11-06.txt 1.0
Hamas_g-1273d2010-02-11.txt 1.0
Hamas_g-1602d2003-10-06.txt 1.0
Hamas_g-501d2006-07-02.txt 1.0
Hamas_g-39d2001-10-22.txt 1.0
Hamas_g-1003d18-01-2009.txt 0.875
Hamas_g-1630d22-12-2005.txt 1.0
Hamas_g-628d2-4-1995.txt 1.0
Hamas_g-1001d18-01-2009.txt 0.828835
Hamas_g-998d18-01-2009.txt 1.0
Hamas_g-1063d18-01-2009.txt 0.920318
Hamas_g-242d2004-03-06.txt 1.0
Hamas_g-1409d21-11-2012.txt 0.682991
Hamas_g-810d2008-01-24.txt 1.0
Hamas_g-670d2008-02-27.txt 0.873941
Hamas_g-318d2004-10-08.txt 1.0
Hamas_g-1368d18-01-2009.txt 1.0
Hamas_g-1181d1995-04-16.txt 1.0
Hamas_g-2163d2014-07-12.txt 0.833333
Hamas_g-588d2007-03-13.txt 1.0
Hamas_g-1798d18-9-1980.txt 0.6
Hamas_g-993d18-01-2009.txt 0.9
Hamas_g-1845d20-7-2014.txt 1.0
Hamas_g-1543d2002-04-08.txt 1.0
Hamas_g-1778d13-3-1986.txt 1.0
Hamas_g-684d2008-03-02.txt 0.857143
Hamas_g-101d2002-04-08.txt 1.0
Hamas_g-2176d2014-07-23.txt 1.0
Hamas_g-299d2004-09-03.txt 1.0
Hamas_g-2237d2014-07-28.txt 1.0
Hamas_g-2180d2014-07-30.txt 1.0
Hamas_g-1964d2016-09-29.txt 1.0
Hamas_g-645d17-1-2008.txt 1.0
Hamas_g-519d2006-06-14.txt 1.0
Hamas_g-1725d2007-11-29.txt 1.0
Hamas_g-533d2007-01-30.txt 1.0
Hamas_g-1597d2004-03-21.txt 1.0
Hamas_g-1963d2016-09-19.txt 1.0
Hamas_g-2003d2014-10-30.txt 1.0
Hamas_g-901d18-01-2009.txt 0.875
Hamas_g-563d2007-01-06.txt 1.0
Hamas_g-1461d2013-10-13.txt 1.0
Hamas_g-64d2001-06-01.txt 1.0
Hamas_g-2005d2014-07-11.txt 1.0
Hamas_g-1018d18-01-2009.txt 1.0
Hamas_g-1466d2010-06-28.txt 0.5
Hamas_g-21d1996-01-19.txt 1.0
Hamas_g-1435d21-11-2012.txt 1.0
Hamas_g-2284d18-1-2009.txt 1.0
Hamas_g-1348d2011-06-12.txt 1.0
Hamas_g-361d20-3-1996.txt 1.0
Hamas_g-2016d2014-07-21.txt 1.0
Hamas_g-25d1998-10-29.txt 1.0
Hamas_g-10d1994-09-02.txt 1.0
Hamas_g-1316d24-12-2007.txt 1.0
Hamas_g-683d2008-03-01.txt 0.85719
Hamas_g-2017d2014-07-21.txt 0.8
Hamas_g-1780d1995-08-25.txt 0.833333
Hamas_g-991d18-01-2009.txt 1.0
Hamas_g-1868d1995-08-25.txt 1.0
Hamas_g-1062d18-01-2009.txt 1.0
Hamas_g-568d2004-03-13.txt 1.0
Hamas_g-1822d2014-07-19.txt 0.999842
Hamas_g-447d2006-11-04.txt 1.0
Hamas_g-1043d18-01-2009.txt 0.909091
Hamas_g-1794d2014-03-22.txt 1.0
Hamas_g-671d2008-02-27.txt 0.888052
Hamas_g-1196d18-01-2009.txt 1.0
Hamas_g-1288d2001-07-31.txt 0.875
Hamas_g-27d1996-01-19.txt 1.0
Hamas_g-1051d18-01-2009.txt 0.857167
Hamas_g-290d7-9-2004.txt 1.0
Hamas_g-1275d2009-05-26.txt 1.0
Hamas_g-92d2002-01-22.txt 1.0
Hamas_g-216d10-9-2003.txt 1.0
Hamas_g-2244d14-7-2002.txt 0.75
Hamas_g-480d2006-08-28.txt 0.833333
Hamas_g-1600d2001-11-06.txt 1.0
Hamas_g-1853d2014-07-21.txt 1.0
Hamas_g-1178d1993-09-14.txt 1.0
Hamas_g-389d2002-10-07.txt 1.0
Hamas_g-176d1-5-2003.txt 1.0
Hamas_g-479d1994-12-25.txt 1.0
Hamas_g-772d12-6-2008.txt 1.0
Hamas_g-1976d2016-12-25.txt 1.0
Hamas_g-741d2008-04-28.txt 0.857143
Hamas_g-1247d18-01-2009.txt 0.999999
Hamas_g-1394d2012-10-24.txt 1.0
Hamas_g-526d2007-07-05.txt 1.0
Hamas_g-1787d2003-12-01.txt 1.0
Hamas_g-1128d2007-12-01.txt 1.0
Hamas_g-206d2003-09-25.txt 0.997222
Hamas_g-41d2001-10-16.txt 1.0
Hamas_g-1361d2011-09-07.txt 0.994212
Hamas_g-1235d18-01-2009.txt 1.0
Hamas_g-873d2007-10-13.txt 1.0
Hamas_g-1463d2013-10-31.txt 0.777778
Hamas_g-325d2004-10-01.txt 1.0
Hamas_g-1587d2004-03-21.txt 1.0
Hamas_g-774d2008-06-12.txt 0.714286
Hamas_g-1839d2014-08-07.txt 0.999995
Hamas_g-1066d18-01-2009.txt 1.0
Hamas_g-23d1996-01-05.txt 0.947009
Hamas_g-1643d2006-10-31.txt 1.0
Hamas_g-936d18-01-2009.txt 0.999975
Hamas_g-745d16-5-2007.txt 1.0
Hamas_g-1672d2007-05-16.txt 1.0
Hamas_g-118d14-8-2002.txt 1.0
Hamas_g-202d2003-08-21.txt 0.928572
Hamas_g-78d6-3-2003.txt 1.0
Hamas_g-1846d2014-07-14.txt 1.0
Hamas_g-694d1-3-2008.txt 1.0
Hamas_g-1021d18-01-2009.txt 1.0
Hamas_g-89d3-3-3003.txt 1.0
Hamas_g-2241d2017-09-14.txt 1.0
Hamas_g-391d2004-08-19.txt 1.0
Hamas_g-455d2006-06-12.txt 1.0
Hamas_g-8d1993-05-08.txt 1.0
Hamas_g-1459d21-9-2012.txt 1.0
Hamas_g-525d2007-06-09.txt 1.0
Hamas_g-648d2008-01-01.txt 1.0
Hamas_g-348d2004-10-26.txt 1.0
Hamas_g-1311d18-01-2009.txt 0.857143
Hamas_g-1415d21-11-2012.txt 0.8
Hamas_g-2271d18-01-2009.txt 0.857143
Hamas_g-1303d26-6-2010.txt 0.887835
Hamas_g-669d18-8-2006.txt 1.0
Hamas_g-801d22-7-2008.txt 1.0
Hamas_g-2165d2008-12-27.txt 0.800274
Hamas_g-1281d30-7-1997.txt 1.0
Hamas_g-1356d2011-08-16.txt 1.0
Hamas_g-2004d2014-07-10.txt 1.0
Hamas_g-616d2007-07-05.txt 0.916667
Hamas_g-1345d2011-04-14.txt 0.714295
Hamas_g-2283d2007-01-04.txt 1.0
Hamas_g-175d1-5-2003.txt 1.0
Hamas_g-521d2007-05-21.txt 1.0
Hamas_g-1349d2011-06-16.txt 0.857166
Hamas_g-1748d18-01-2009.txt 0.625002
Hamas_g-1998d2014-07-13.txt 1.0
Hamas_g-294d7-9-2004.txt 1.0
Hamas_g-1108d18-01-2009.txt 1.0
Hamas_g-1720d2008-01-03.txt 1.0
Hamas_g-1122d24-7-2009.txt 1.0
Hamas_g-978d18-01-2009.txt 0.555556
Hamas_g-1968d2016-10-24.txt 1.0
Hamas_g-142d2003-01-17.txt 0.889583
Hamas_g-592d2004-10-02.txt 1.0
Hamas_g-864d2007-11-29.txt 1.0
Hamas_g-1981d2008-06-12.txt 1.0
Hamas_g-940d18-01-2009.txt 0.875
Hamas_g-237d3-3-2004.txt 1.0
Hamas_g-2037d2014-07-15.txt 1.0
Hamas_g-1514d2001-05-29.txt 1.0
Hamas_g-432d2006-07-26.txt 1.0
Hamas_g-602d2006-12-19.txt 1.0
Hamas_g-972d18-01-2009.txt 0.9
Hamas_g-1956d2016-08-06.txt 1.0
Hamas_g-445d2006-11-24.txt 1.0
Hamas_g-1549d2002-04-05.txt 1.0
Hamas_g-1573d2003-10-18.txt 1.0
Hamas_g-194d13-6-2003.txt 1.0
Hamas_g-28d2000-11-07.txt 0.928571
Hamas_g-1363d2011-12-07.txt 1.0
Hamas_g-1034d18-01-2009.txt 0.8
Hamas_g-971d18-01-2009.txt 0.811404
Hamas_g-760d2002-09-19.txt 1.0
Hamas_g-758d2008-06-01.txt 0.750044
Hamas_g-475d2006-10-12.txt 1.0
Hamas_g-576d11-10-2006.txt 1.0
Hamas_g-1493d1993-11-16.txt 0.555695
Hamas_g-820d1995-04-16.txt 1.0
Hamas_g-1515d27-3-2002.txt 1.0
Hamas_g-673d28-2-2008.txt 1.0
Hamas_g-200d2001-08-08.txt 1.0
Hamas_g-655d2008-02-07.txt 0.79987
Hamas_g-1097d18-01-2009.txt 1.0
Hamas_g-908d18-01-2009.txt 0.916304
Hamas_g-658d2008-02-04.txt 1.0
Hamas_g-73d2002-03-19.txt 1.0
Hamas_g-1671d2007-04-06.txt 1.0
Hamas_g-1193d18-01-2009.txt 0.714286
Hamas_g-1462d2013-10-27.txt 0.9
Hamas_g-2309d2006-05-26.txt 1.0
Hamas_g-1631d2006-01-17.txt 1.0
Hamas_g-469d2006-11-05.txt 1.0
Hamas_g-884d2008-11-05.txt 0.875
Hamas_g-1008d18-01-2009.txt 0.718069
Hamas_g-1660d2003-06-08.txt 0.714286
Hamas_g-1613d2004-12-13.txt 1.0
Hamas_g-599d2007-06-11.txt 1.0
Hamas_g-177d1-5-2003.txt 1.0
Hamas_g-827d2008-05-28.txt 0.857767
Hamas_g-1009d18-01-2009.txt 0.888889
Hamas_g-983d18-01-2009.txt 0.857146
Hamas_g-1508d2000-03-02.txt 0.757055
Hamas_g-1364d2011-12-08.txt 1.0
Hamas_g-1426d21-11-2012.txt 1.0
Hamas_g-362d20-05-2005.txt 1.0
Hamas_g-1422d21-11-2012.txt 1.0
Hamas_g-1433d2013-01-07.txt 0.75
Hamas_g-30d2000-12-02.txt 1.0
Hamas_g-1250d2007-05-16.txt 1.0
Hamas_g-633d2008-01-15.txt 1.0
Hamas_g-543d2007-07-26.txt 1.0
Hamas_g-218d10-9-2003.txt 1.0
Hamas_g-510d2007-01-28.txt 1.0
Hamas_g-1824d2014-07-31.txt 1.0
Hamas_g-1035d18-01-2009.txt 1.0
Hamas_g-153d15-2-2003.txt 1.0
Hamas_g-808d18-8-2004.txt 1.0
Hamas_g-580d2004-09-30.txt 1.0
Hamas_g-871d2007-08-08.txt 0.856976
Hamas_g-970d18-01-2009.txt 0.863455
Hamas_g-643d2008-01-19.txt 1.0
Hamas_g-1974d2016-12-15.txt 1.0
Hamas_g-608d26-10-2007.txt 1.0
Hamas_g-1269d18-01-2009.txt 1.0
Hamas_g-121d31-8-2002.txt 1.0
Hamas_g-1562d18-3-2003.txt 1.0
Hamas_g-705d2006-07-04.txt 0.714286
Hamas_g-1501d1994-10-14.txt 1.0
Hamas_g-1360d22-8-2011.txt 0.818225
Hamas_g-2169d2014-07-12.txt 1.0
Hamas_g-385d24-9-2005.txt 1.0
Hamas_g-1153d18-01-2009.txt 0.864171
Hamas_g-2324d2014-07-30.txt 1.0
Hamas_g-1522d2002-01-24.txt 1.0
Hamas_g-800d2008-07-11.txt 1.0
Hamas_g-742d2008-05-01.txt 1.0
Hamas_g-916d18-01-2009.txt 0.8
Hamas_g-173d1-5-2003.txt 1.0
Hamas_g-1014d18-01-2009.txt 0.666668
Hamas_g-1133d2008-02-05.txt 0.970565
Hamas_g-178d1-5-2003.txt 1.0
Hamas_g-94d2002-09-06.txt 1.0
Hamas_g-483d2004-12-07.txt 1.0
Hamas_g-107d6-12-2002.txt 1.0
Hamas_g-508d2007-05-16.txt 1.0
Hamas_g-958d18-01-2009.txt 1.0
Hamas_g-122d2002-10-10.txt 1.0
Hamas_g-482d2007-01-29.txt 0.857143
Hamas_g-43d2001-04-22.txt 1.0
Hamas_g-2323d2014-07-25.txt 1.0
Hamas_g-2028d2014-07-07.txt 1.0
Hamas_g-60d2001-12-01.txt 1.0
Hamas_g-1478d1992-05-24.txt 0.833333
Hamas_g-922d18-01-2009.txt 0.795893
Hamas_g-1139d12-06-2007.txt 0.952918
Hamas_g-2200d2008-12-28.txt 0.6
Hamas_g-305d2004-09-30.txt 1.0
Hamas_g-303d10-9-2003.txt 1.0
Hamas_g-886d1993-12-06.txt 1.0
Hamas_g-163d2003-04-06.txt 1.0
Hamas_g-603d2004-09-29.txt 0.923077
Hamas_g-2008d2014-12-23.txt 1.0
Hamas_g-76d2002-04-11.txt 1.0
Hamas_g-1347d2011-05-20.txt 1.0
Hamas_g-295d7-9-2004.txt 1.0
Hamas_g-1237d18-01-2009.txt 1.0
Hamas_g-2065d2014-08-05.txt 0.625
Hamas_g-882d2008-11-05.txt 1.0
Hamas_g-2320d2014-07-13.txt 1.0
Hamas_g-388d2001-10-02.txt 1.0
Hamas_g-428d4-8-2002.txt 1.0
Hamas_g-1755d2007-10-25.txt 1.0
Hamas_g-1336d2011-04-07.txt 0.698489
Hamas_g-1283d18-01-2009.txt 1.0
Hamas_g-1506d2000-03-02.txt 0.740926
Hamas_g-1681d2008-03-01.txt 1.0
Hamas_g-2326d2014-07-22.txt 1.0
Hamas_g-116d2002-02-17.txt 1.0
Hamas_g-1789d21-11-2012.txt 1.0
Hamas_g-2312d18-01-2009.txt 1.0
Hamas_g-1871d2003-02-01.txt 1.0
Hamas_g-79d2002-06-20.txt 1.0
Hamas_g-77d13-5-2002.txt 1.0
Hamas_g-1792d2013-11-01.txt 0.888889
Hamas_g-792d5-8-2000.txt 1.0
Hamas_g-2185d2014-07-12.txt 1.0
Hamas_g-942d18-01-2009.txt 0.9
Hamas_g-1270d18-01-2009.txt 1.0
Hamas_g-1647d2007-05-17.txt 1.0
Hamas_g-731d2008-04-17.txt 0.893905
Hamas_g-1819d2014-08-02.txt 1.0
Hamas_g-646d2008-01-17.txt 1.0
Hamas_g-226d2003-03-23.txt 1.0
Hamas_g-2193d18-01-2009.txt 1.0
Hamas_g-1333d18-01-2009.txt 1.0
Hamas_g-949d18-01-2009.txt 1.0
Hamas_g-2167d27-7-2017.txt 1.0
Hamas_g-2205d2014-08-03.txt 1.0
Hamas_g-917d18-01-2009.txt 0.833333
Hamas_g-1481d1993-05-08.txt 0.724292
Hamas_g-1512d2001-05-15.txt 1.0
Hamas_g-193d11-6-2003.txt 1.0
Hamas_g-1089d18-01-2009.txt 1.0
Hamas_g-818d2008-01-25.txt 1.0
Hamas_g-1025d18-01-2009.txt 1.0
Hamas_g-1402d21-11-2012.txt 1.0
Hamas_g-1412d21-11-2012.txt 1.0
Hamas_g-1261d18-01-2009.txt 1.0
Hamas_g-1049d18-01-2009.txt 0.875
Hamas_g-350d2005-01-12.txt 1.0
Hamas_g-103d2002-06-08.txt 1.0
Hamas_g-239d2004-03-03.txt 1.0
Hamas_g-751d2008-05-10.txt 1.0
Hamas_g-749d5-12-2007.txt 1.0
Hamas_g-53d2001-12-01.txt 1.0
Hamas_g-1029d18-01-2009.txt 1.0
Hamas_g-1718d2007-09-30.txt 0.8
Hamas_g-1248d18-01-2009.txt 1.0
Hamas_g-1928d26-01-2016.txt 1.0
Hamas_g-2183d18-01-2009.txt 1.0
Hamas_g-355d2005-01-03.txt 1.0
Hamas_g-954d18-01-2009.txt 0.857149
Hamas_g-783d2007-08-29.txt 1.0
Hamas_g-274d1988-11-07.txt 0.819723
Hamas_g-1464d3-11-2013.txt 1.0
Hamas_g-398d1995-07-24.txt 1.0
Hamas_g-433d2006-07-26.txt 1.0
Hamas_g-95d2002-03-02.txt 1.0
Hamas_g-1826d2014-07-25.txt 0.75
Hamas_g-976d18-01-2009.txt 0.9
Hamas_g-652d2006-10-14.txt 1.0
Hamas_g-822d2006-10-14.txt 0.75
Hamas_g-1521d29-3-2002.txt 1.0
Hamas_g-663d2007-12-24.txt 1.0
Hamas_g-786d6-9-1969.txt 1.0
Hamas_g-67d2002-03-06.txt 1.0
Hamas_g-183d2003-05-18.txt 1.0
Hamas_g-380d22-12-2005.txt 1.0
Hamas_g-1698d2008-02-10.txt 1.0
Hamas_g-327d2003-04-03.txt 1.0
Hamas_g-166d8-4-2003.txt 0.999999
Hamas_g-548d2006-07-13.txt 1.0
Hamas_g-826d2001-12-12.txt 1.0
Hamas_g-2319d2014-07-08.txt 1.0
Hamas_g-491d2006-08-27.txt 1.0
Hamas_g-1117d2009-07-06.txt 0.997378
Hamas_g-512d2002-02-20.txt 1.0
Hamas_g-1958d2016-08-08.txt 1.0
Hamas_g-594d2007-06-13.txt 1.0
Hamas_g-1190d18-01-2009.txt 1.0
Hamas_g-1659d2001-07-01.txt 1.0
Hamas_g-1529d2002-07-24.txt 1.0
Hamas_g-502d2006-07-07.txt 1.0
Hamas_g-1524d2002-06-08.txt 1.0
Hamas_g-837d2007-12-27.txt 0.666679
Hamas_g-225d2003-12-09.txt 1.0
Hamas_g-2228d2014-07-18.txt 1.0
Hamas_g-1960d2016-08-13.txt 1.0
Hamas_g-1207d2009-11-24.txt 1.0
Hamas_g-204d2003-08-24.txt 0.857156
Hamas_g-2079d2009-01-13.txt 0.75
Hamas_g-2246d2014-08-07.txt 1.0
Hamas_g-1024d18-01-2009.txt 1.0
Hamas_g-140d17-1-2003.txt 1.0
Hamas_g-1437d2012-11-13.txt 0.800003
Hamas_g-2064d2014-08-05.txt 0.8
Hamas_g-880d2008-11-05.txt 0.75
Hamas_g-1398d21-11-2012.txt 1.0
Hamas_g-1012d18-01-2009.txt 1.0
Hamas_g-185d2003-06-10.txt 1.0
Hamas_g-1179d2002-11-10.txt 0.999999
Hamas_g-189d11-6-2003.txt 1.0
Hamas_g-1055d18-01-2009.txt 0.925967
Hamas_g-2020d2014-07-19.txt 1.0
Hamas_g-1864d25-7-2014.txt 1.0
Hamas_g-1026d18-01-2009.txt 0.8
Hamas_g-1075d2009-05-31.txt 0.854328
Hamas_g-1615d2004-12-31.txt 0.857143
Hamas_g-1383d15-2-2008.txt 1.0
Hamas_g-1039d18-01-2009.txt 0.9968
Hamas_g-2204d21-07-2014.txt 1.0
Hamas_g-1703d26-10-2007.txt 1.0
Hamas_g-1722d2006-11-08.txt 0.777947
Hamas_g-668d18-8-2004.txt 1.0
Hamas_g-1101d18-01-2009.txt 1.0
Hamas_g-1669d28-08-2007.txt 1.0
Hamas_g-2092d2009-01-13.txt 0.622001
Hamas_g-1022d18-01-2009.txt 0.75
Hamas_g-571d2006-07-06.txt 1.0
Hamas_g-806d2008-07-25.txt 1.0
Hamas_g-2035d2014-08-01.txt 1.0
Hamas_g-561d23-9-2007.txt 1.0
Hamas_g-1742d18-01-2009.txt 0.888889
Hamas_g-1253d18-01-2009.txt 1.0
Hamas_g-1305d31-7-2010.txt 0.916724
Hamas_g-1231d2003-10-20.txt 1.0
Hamas_g-1452d2013-06-06.txt 1.0
Hamas_g-923d18-01-2009.txt 1.0
Hamas_g-286d7-9-2004.txt 1.0
Hamas_g-417d23-10-2003.txt 0.75
Hamas_g-319d1997-07-30.txt 0.777778
Hamas_g-499d2006-11-02.txt 1.0
Hamas_g-656d2008-02-07.txt 0.888343
Hamas_g-2292d18-1-2009.txt 0.999995
Hamas_g-793d2007-06-23.txt 0.727273
Hamas_g-1324d2010-11-30.txt 1.0
Hamas_g-1816d2014-07-06.txt 1.0
Hamas_g-1633d2001-05-19.txt 1.0
Hamas_g-1416d21-11-2012.txt 1.0
Hamas_g-291d4-2-1981.txt 1.0
Hamas_g-156d16-2-2003.txt 1.0
Hamas_g-1903d2014-08-01.txt 0.75
Hamas_g-1788d2008-07-27.txt 1.0
Hamas_g-1094d18-01-2009.txt 1.0
Hamas_g-90d2002-03-15.txt 1.0
Hamas_g-712d2008-03-21.txt 0.888889
Hamas_g-819d2003-03-20.txt 1.0
Hamas_g-1702d27-6-2007.txt 1.0
Hamas_g-2175d2014-07-30.txt 1.0
Hamas_g-238d2004-03-03.txt 1.0
Hamas_g-1965d2016-04-20.txt 1.0
Hamas_g-1608d2004-10-18.txt 1.0
Hamas_g-1836d2014-07-30.txt 1.0
Hamas_g-253d2004-03-25.txt 0.833333
Hamas_g-1821d2-8-2014.txt 1.0
Hamas_g-278d18-8-2004.txt 1.0
Hamas_g-1969d2016-12-04.txt 1.0
Hamas_g-1028d14-9-2010.txt 0.857143
Hamas_g-522d2007-02-23.txt 1.0
Hamas_g-1423d21-11-2012.txt 1.0
Hamas_g-2054d2014-08-05.txt 1.0
Hamas_g-52d2001-12-02.txt 1.0
Hamas_g-244d2004-03-07.txt 1.0
Hamas_g-1367d2011-12-26.txt 1.0
Hamas_g-2069d2014-08-18.txt 1.0
Hamas_g-1098d18-01-2009.txt 0.818182
Hamas_g-1373d2011-11-03.txt 0.875
Hamas_g-149d16-2-2003.txt 1.0
Hamas_g-1315d6-8-1993.txt 1.0
Hamas_g-1298d18-01-2009.txt 0.857143
Hamas_g-1239d18-01-2009.txt 1.0
Hamas_g-12d1994-05-31.txt 1.0
Hamas_g-537d2007-07-05.txt 1.0
Hamas_g-1706d2007-12-20.txt 1.0
Hamas_g-422d2006-07-06.txt 1.0
Hamas_g-130d2002-01-22.txt 1.0
Hamas_g-1185d18-01-2009.txt 0.999999
Hamas_g-1758d2007-09-06.txt 1.0
Hamas_g-449d2006-09-05.txt 1.0
Hamas_g-686d29-2-2008.txt 1.0
Hamas_g-1620d2004-12-30.txt 1.0
Hamas_g-1309d2010-09-25.txt 1.0
Hamas_g-555d2006-07-26.txt 1.0
Hamas_g-979d18-01-2009.txt 0.999963
Hamas_g-1683d2008-03-01.txt 0.998553
Hamas_g-1219d18-01-2009.txt 1.0
Hamas_g-1920d23-12-2015.txt 1.0
Hamas_g-2288d2017-09-27.txt 1.0
Hamas_g-540d2005-07-13.txt 1.0
Hamas_g-55d2001-09-12.txt 1.0
Hamas_g-1900d2015-08-06.txt 1.0
Hamas_g-1500d1994-03-17.txt 0.937395
Hamas_g-657d2008-02-07.txt 0.75
Hamas_g-282d7-9-2004.txt 1.0
Hamas_g-1497d1994-10-09.txt 0.908778
Hamas_g-2089d2009-01-13.txt 0.8
Hamas_g-535d2007-06-12.txt 1.0
Hamas_g-1586d2004-03-23.txt 1.0
Hamas_g-1970d2016-12-05.txt 1.0
Hamas_g-659d2008-02-04.txt 1.0
Hamas_g-412d2002-10-07.txt 1.0
Hamas_g-1160d18-01-2009.txt 0.888889
Hamas_g-413d2002-07-24.txt 1.0
Hamas_g-1711d2-1-2008.txt 1.0
Hamas_g-809d2004-08-22.txt 0.750002
Hamas_g-495d2006-08-28.txt 1.0
Hamas_g-1385d2012-08-14.txt 1.0
Hamas_g-320d2004-10-21.txt 1.0
Hamas_g-1942d2016-03-09.txt 1.0
Hamas_g-2068d2014-08-12.txt 1.0
Hamas_g-667d2007-11-26.txt 0.888889
Hamas_g-436d2006-05-17.txt 0.909091
Hamas_g-2201d2014-07-24.txt 0.75
Hamas_g-440d2006-11-03.txt 1.0
Hamas_g-2078d2009-01-11.txt 0.9993
Hamas_g-711d21-7-2006.txt 1.0
Hamas_g-1699d2008-02-05.txt 1.0
Hamas_g-675d28-2-2008.txt 1.0
Hamas_g-1765d1994-01-14.txt 1.0
Hamas_g-2190d2015-01-11.txt 0.8
Hamas_g-2278d2014-07-23.txt 1.0
